salesorderid,salesorderdetailid,carriertrackingnumber,orderqty,productid,specialofferid,unitprice,unitpricediscount,rowguid,modifieddate
46187,9498,,1,752,1,3578.27,0.0,23590f64-70a3-4a38-8e65-3741e25e6e03,2012-04-10
46188,9499,,1,749,1,3578.27,0.0,1e3c7b0e-548d-46d9-a0b5-201c37b2228c,2012-04-10
46189,9500,,1,751,1,3578.27,0.0,d6b28324-057a-4666-81a9-ad5af502cd2a,2012-04-10
46190,9501,,1,751,1,3578.27,0.0,5b21d766-76e5-44ea-87a0-bbad2e4593bf,2012-04-10
46191,9502,,1,749,1,3578.27,0.0,04673591-d46f-40ee-a5a2-af3bbc708ed9,2012-04-10
46192,9503,,1,753,1,3578.27,0.0,8b932428-34ac-4ac5-b57d-3f5a8232c41f,2012-04-11
46193,9504,,1,770,1,699.0982,0.0,32e97951-6598-49cc-92a4-6b0c8848e0da,2012-04-11
46194,9505,,1,752,1,3578.27,0.0,2d3664f0-0803-4530-b3b6-1e405841d40e,2012-04-11
46195,9506,,1,753,1,3578.27,0.0,9dc439c9-0257-4bff-96ce-da13176b43fb,2012-04-11
46196,9507,,1,749,1,3578.27,0.0,ca5c3873-3c7c-4778-aa7f-8a6bd59637e3,2012-04-11
46197,9508,,1,774,1,3399.99,0.0,dc8334c9-5699-4030-bac6-045decf8ea0f,2012-04-11
46198,9509,,1,771,1,3399.99,0.0,c5946044-6e36-407e-8619-9bbf704a4e16,2012-04-11
46199,9510,,1,753,1,3578.27,0.0,00c3be1e-90fa-496a-8751-bcf273d2c7b7,2012-04-11
46200,9511,,1,749,1,3578.27,0.0,1b4f56ab-8310-4a84-a5cf-e2c19f649e93,2012-04-11
46201,9512,,1,753,1,3578.27,0.0,75c98029-af12-4779-9066-ee91647a7116,2012-04-11
46202,9513,,1,759,1,699.0982,0.0,ae541bd5-148b-47b1-bf7c-576823ddad9e,2012-04-11
46203,9514,,1,773,1,3399.99,0.0,7c2d39a2-49cd-4ca6-b780-c4d6c306eb6a,2012-04-11
46204,9515,,1,775,1,3374.99,0.0,33fa3286-06aa-4cf6-bd64-a9a1f65f3cfc,2012-04-11
46205,9516,,1,752,1,3578.27,0.0,ac88ba40-3684-4839-ba21-d6540d3f854e,2012-04-12
46206,9517,,1,775,1,3374.99,0.0,cc053037-d713-4af9-ad84-e6d6e624d811,2012-04-12
46207,9518,,1,775,1,3374.99,0.0,0e4798c9-d754-441d-a4f9-ee0c75dc3654,2012-04-12
46208,9519,,1,750,1,3578.27,0.0,af2d5460-32c2-413e-a88d-039588345b22,2012-04-12
46209,9520,,1,751,1,3578.27,0.0,364ebbdd-79e1-453f-9af7-05f83390e369,2012-04-12
46210,9521,,1,752,1,3578.27,0.0,bb6e98f5-7917-4356-a47b-fa37dbd3c224,2012-04-12
46211,9522,,1,763,1,699.0982,0.0,2ac10444-030f-4734-b165-69f245e06357,2012-04-13
46212,9523,,1,751,1,3578.27,0.0,91d823cd-bd9e-47a3-b50b-dc960a43245e,2012-04-13
46213,9524,,1,753,1,3578.27,0.0,41c17773-05cd-4297-88f6-acdc4d6452e6,2012-04-13
46214,9525,,1,750,1,3578.27,0.0,9dc6bdce-7538-4510-8423-ccbc516b91db,2012-04-13
46215,9526,,1,749,1,3578.27,0.0,706f3138-27c0-47b2-bd2b-29d79a1b057e,2012-04-13
46216,9527,,1,753,1,3578.27,0.0,2e840968-587a-4e1a-b598-8eb3f73d77ed,2012-04-13
46217,9528,,1,753,1,3578.27,0.0,6c0f4c3a-b649-4330-80cf-ec72b930dc9e,2012-04-13
46218,9529,,1,752,1,3578.27,0.0,34e7e347-9f66-4273-9529-fc895b621135,2012-04-14
46219,9530,,1,752,1,3578.27,0.0,8f29f65f-424f-4fea-8ae4-7a8fbfac7e11,2012-04-14
46220,9531,,1,752,1,3578.27,0.0,c44c3d39-b171-491e-83e7-7d272ad48033,2012-04-14
46221,9532,,1,753,1,3578.27,0.0,8ee412cd-5456-469b-8083-5695f1ee7e7d,2012-04-14
46222,9533,,1,767,1,699.0982,0.0,3ec99cb2-e9a9-413d-91a7-7e8c9acf683d,2012-04-14
46223,9534,,1,762,1,699.0982,0.0,608f2c93-4c40-4e34-881b-136a54bed322,2012-04-14
46224,9535,,1,763,1,699.0982,0.0,64e79609-3f5a-4e9c-89a4-7c7a75d25857,2012-04-14
46225,9536,,1,752,1,3578.27,0.0,e649fa54-0041-423d-978e-73f9df0f5cba,2012-04-14
46226,9537,,1,752,1,3578.27,0.0,56251c77-3322-49a6-b5ca-41294ea2e61f,2012-04-14
46227,9538,,1,778,1,3374.99,0.0,3e04c5fa-ada9-4c26-879e-553deef2af5d,2012-04-14
46228,9539,,1,776,1,3374.99,0.0,69947b56-4505-46fb-ad8f-33a88d540996,2012-04-14
46229,9540,,1,771,1,3399.99,0.0,577a3144-c3be-4517-8a4b-f358aed3bc21,2012-04-15
46230,9541,,1,771,1,3399.99,0.0,96969499-db6f-4850-9c25-3c36eaf207a4,2012-04-15
46231,9542,,1,749,1,3578.27,0.0,a202b57a-b719-4f5a-a71c-09ef11d448ff,2012-04-15
46232,9543,,1,750,1,3578.27,0.0,a01f0de7-5c7d-4df5-ada1-3d9e80fd571b,2012-04-15
46233,9544,,1,753,1,3578.27,0.0,d1aac7dd-340f-4bd7-99f9-1cdba06203e7,2012-04-15
46234,9545,,1,751,1,3578.27,0.0,839e58ce-b7e6-4585-bf6d-a6b69fa58706,2012-04-15
46235,9546,,1,751,1,3578.27,0.0,208f4a95-1054-41af-b40c-9e03eaa9609d,2012-04-15
46236,9547,,1,777,1,3374.99,0.0,e3cf2e58-ec38-4a1d-be46-c55169324a68,2012-04-15
46237,9548,,1,751,1,3578.27,0.0,7347b6a4-587f-4abd-82f4-dd6e2cf59b90,2012-04-15
46238,9549,,1,750,1,3578.27,0.0,eaeb287c-83f8-4d0a-bdb0-301c2462aca7,2012-04-16
46239,9550,,1,751,1,3578.27,0.0,40bb88bf-69e6-4204-b2a3-e12764e80acd,2012-04-16
46240,9551,,1,753,1,3578.27,0.0,8803fabe-6521-496f-a1c7-4171415c4ac7,2012-04-16
46241,9552,,1,772,1,3399.99,0.0,4461851e-b1ef-4358-8d79-dd640619104b,2012-04-16
46242,9553,,1,753,1,3578.27,0.0,3bd09138-1067-48fc-8878-bb8558424581,2012-04-16
46243,9554,,1,750,1,3578.27,0.0,3f456d30-a4f3-4bca-9f51-5c29ac76db6e,2012-04-16
46244,9555,,1,749,1,3578.27,0.0,224a24de-bc5a-4cbb-9043-bba2d7a0e97e,2012-04-16
46245,9556,,1,753,1,3578.27,0.0,139ef787-8210-409d-9d96-affd9b589448,2012-04-16
46246,9557,,1,753,1,3578.27,0.0,a1b5bc27-7a16-429b-b6fa-2ac4f3d83682,2012-04-17
46247,9558,,1,766,1,699.0982,0.0,cd22f3df-0202-4695-8478-34399d7449ab,2012-04-17
46248,9559,,1,761,1,699.0982,0.0,685cebe4-c4c4-4a01-805c-80ae00721859,2012-04-17
46249,9560,,1,774,1,3399.99,0.0,973e4213-c798-448f-8d03-f9ccdba2b38a,2012-04-17
46250,9561,,1,752,1,3578.27,0.0,78a767f9-52ea-4607-a32f-1104fa03b571,2012-04-17
46251,9562,,1,777,1,3374.99,0.0,877b9c45-1d05-4952-af3c-79831f875d72,2012-04-17
46252,9563,,1,752,1,3578.27,0.0,e1ba67de-b070-453c-a2cd-e07d1057a855,2012-04-18
46253,9564,,1,750,1,3578.27,0.0,326ac258-5dcc-4a05-9e41-52ef96fb4413,2012-04-18
46254,9565,,1,749,1,3578.27,0.0,86d30ea7-5212-4392-a062-3bfc3d72c059,2012-04-18
46255,9566,,1,751,1,3578.27,0.0,bccf26c4-6508-4dd8-9b55-39c03287a61f,2012-04-18
46256,9567,,1,753,1,3578.27,0.0,ea3cbb70-2bc5-4339-be58-04a2ced66310,2012-04-18
46257,9568,,1,773,1,3399.99,0.0,da18c925-02ee-4730-9444-33a51133d8c6,2012-04-18
46258,9569,,1,752,1,3578.27,0.0,b4e38664-fdc8-4d0c-9260-8e8cd5bd3fc9,2012-04-19
46259,9570,,1,752,1,3578.27,0.0,92f4bbb6-a83b-4c8b-bb5e-3b90636e95e0,2012-04-19
46260,9571,,1,749,1,3578.27,0.0,1bfdfdbf-134b-42d8-af6e-af69aaf00fb3,2012-04-19
46261,9572,,1,775,1,3374.99,0.0,e6dd2999-5152-4e5f-8924-6d63f15a5293,2012-04-19
46262,9573,,1,752,1,3578.27,0.0,00a8876d-8d25-4d64-a8ed-3b018c080e70,2012-04-19
46263,9574,,1,749,1,3578.27,0.0,b01bcf0d-35ea-4baa-8e72-56dc923841e4,2012-04-19
46264,9575,,1,777,1,3374.99,0.0,fd3eb07d-71ef-4ad3-b9e7-fb432b9e83f5,2012-04-20
46265,9576,,1,751,1,3578.27,0.0,4240caf4-3c68-4509-a040-65ed6cb8c7ed,2012-04-20
46266,9577,,1,753,1,3578.27,0.0,8f5fb5a6-5e82-4d41-9857-c99d44b8b373,2012-04-20
46267,9578,,1,753,1,3578.27,0.0,a95f5115-2a37-4dec-a177-09f68b7e581b,2012-04-20
46268,9579,,1,750,1,3578.27,0.0,f833dcda-09ec-4367-94bd-19d98b0833b8,2012-04-20
46269,9580,,1,751,1,3578.27,0.0,d065f617-137c-419a-9f35-b09676b6a043,2012-04-20
46270,9581,,1,751,1,3578.27,0.0,39caf577-d5b4-49df-b6f2-4851ff1209db,2012-04-21
46271,9582,,1,752,1,3578.27,0.0,7571e221-cf35-4e7b-bc10-4f9a59fe9834,2012-04-21
46272,9583,,1,750,1,3578.27,0.0,41d4de74-e20d-4ab0-b95f-59c1286c3a77,2012-04-21
46273,9584,,1,778,1,3374.99,0.0,b4106c58-4b24-4df9-bdb2-0c3f1550f005,2012-04-21
46274,9585,,1,777,1,3374.99,0.0,8a283c2b-9faf-41d6-b7f1-f4270d55ac10,2012-04-21
46275,9586,,1,752,1,3578.27,0.0,58e40c69-6c4d-4168-9010-bff539dc68ae,2012-04-21
46276,9587,,1,750,1,3578.27,0.0,3b6a51f6-6496-48ef-a4ad-e6858c45e36a,2012-04-21
46277,9588,,1,760,1,699.0982,0.0,b3c73cc5-9889-445b-b701-3a71328b246e,2012-04-22
46278,9589,,1,762,1,699.0982,0.0,2b47b93b-7395-4aa8-b098-9649e163c0c9,2012-04-22
46279,9590,,1,751,1,3578.27,0.0,ea92f770-e9d4-4277-b58d-308ee10b60ec,2012-04-22
46280,9591,,1,750,1,3578.27,0.0,c5a603d7-ad20-486d-8fea-a5a1f00d55eb,2012-04-22
46281,9592,,1,774,1,3399.99,0.0,df699538-b30c-4a95-a23d-9f00dfa733da,2012-04-22
46282,9593,,1,772,1,3399.99,0.0,5cf59394-49bb-4e28-9beb-fb4d9c63af00,2012-04-22
46283,9594,,1,778,1,3374.99,0.0,1e4bd49d-26e8-4732-a734-6ea1d9e269b7,2012-04-22
46284,9595,,1,763,1,699.0982,0.0,46283497-07f4-46b1-a5ff-63f8d79f3394,2012-04-22
46285,9596,,1,773,1,3399.99,0.0,3b001726-a7dc-4d24-a7cc-2ada75029ce4,2012-04-22
46286,9597,,1,768,1,699.0982,0.0,3df6dc00-f780-463a-a027-f9042d3a77f8,2012-04-23
46287,9598,,1,751,1,3578.27,0.0,55e4aff5-0211-49a6-b5b7-a6a2885a31b5,2012-04-23
46288,9599,,1,750,1,3578.27,0.0,6811c5e1-cc34-4452-af4d-8e9babfe0c94,2012-04-23
46289,9600,,1,752,1,3578.27,0.0,aa5634ae-223f-46ec-8277-cbfbd609c2b5,2012-04-23
46290,9601,,1,778,1,3374.99,0.0,b73142ce-9d29-4d87-a651-3026b1baa9f1,2012-04-23
46291,9602,,1,752,1,3578.27,0.0,f875b628-1294-431f-af56-68f88a943061,2012-04-23
46292,9603,,1,752,1,3578.27,0.0,91bbb3c6-d830-4389-abf2-14d70de8c741,2012-04-23
46293,9604,,1,750,1,3578.27,0.0,07ed49f9-25a8-4d61-beeb-54e24451a8c2,2012-04-23
46294,9605,,1,772,1,3399.99,0.0,421fade9-949a-4a20-853b-517f124ed1ac,2012-04-23
46295,9606,,1,764,1,699.0982,0.0,e6c7d93a-234b-437d-9425-cc842257956d,2012-04-24
46296,9607,,1,753,1,3578.27,0.0,18f96ec5-a6dc-4bf3-bffc-33e04b293255,2012-04-24
46297,9608,,1,752,1,3578.27,0.0,b03b5b1a-07d0-4a96-997a-63c2002c91f4,2012-04-24
46298,9609,,1,753,1,3578.27,0.0,f7e15666-741a-4e41-8508-4f96577961d8,2012-04-24
46299,9610,,1,753,1,3578.27,0.0,d7cce7a6-4814-4297-ba5c-42b9425c28d7,2012-04-24
46300,9611,,1,753,1,3578.27,0.0,f2117bec-5e93-4da5-9f02-5250ac48e76b,2012-04-24
46301,9612,,1,752,1,3578.27,0.0,2dddbcb2-3810-4742-aeae-ec04dab55ab1,2012-04-25
46302,9613,,1,749,1,3578.27,0.0,cbf85ee6-b803-4e77-a9f8-920d87b7441e,2012-04-25
46303,9614,,1,769,1,699.0982,0.0,c20668f6-6aea-4442-9be4-ee451efba061,2012-04-25
46304,9615,,1,777,1,3374.99,0.0,53ddaacf-c2c1-46b1-a0ff-ee44adc15672,2012-04-25
46305,9616,,1,750,1,3578.27,0.0,5e78f289-4831-4d4c-b620-bf0fe6c5d540,2012-04-25
46306,9617,,1,750,1,3578.27,0.0,bb40d0bd-013c-4c56-a65f-9171d994aee6,2012-04-26
46307,9618,,1,753,1,3578.27,0.0,eeb1e981-769d-4cc7-abdc-86b4fba9fcb1,2012-04-26
46308,9619,,1,749,1,3578.27,0.0,9363c03f-2e07-43cb-b2ce-12598856293d,2012-04-26
46309,9620,,1,777,1,3374.99,0.0,adea46fb-f8a7-4800-9d5b-84730f9ae475,2012-04-26
46310,9621,,1,767,1,699.0982,0.0,ec4249a9-4d2b-4836-8393-95fe3a78c9c7,2012-04-26
46311,9622,,1,753,1,3578.27,0.0,40aa3cdd-c0e5-498a-b958-2403a6da3c22,2012-04-27
46312,9623,,1,753,1,3578.27,0.0,ccf03e41-f6d4-4d74-8310-6f648862b3d8,2012-04-28
46313,9624,,1,752,1,3578.27,0.0,1e2038f7-d276-4164-b299-48622f71deb9,2012-04-28
46314,9625,,1,751,1,3578.27,0.0,6dc09dd6-1d5a-41b7-85f4-e255f1bfbb6a,2012-04-28
46315,9626,,1,750,1,3578.27,0.0,d6da79b2-4163-4d2c-9e4d-db33c43c6e59,2012-04-28
46316,9627,,1,778,1,3374.99,0.0,8ef3407e-2792-4b84-a7a2-cc98d9f83371,2012-04-28
46317,9628,,1,766,1,699.0982,0.0,b341c437-edb7-4379-bc3a-8c89be90238f,2012-04-28
46318,9629,,1,751,1,3578.27,0.0,dd812a8c-58f7-4c08-809f-93e5a05ac843,2012-04-28
46319,9630,,1,750,1,3578.27,0.0,4892cb8f-8fac-49e1-b6d3-35421d162e4b,2012-04-29
46320,9631,,1,778,1,3374.99,0.0,7d510e8c-9148-4f13-b175-2360bb9af874,2012-04-29
46321,9632,,1,764,1,699.0982,0.0,902f8ea1-628f-4a6c-86d3-174c9fafa5bb,2012-04-29
46322,9633,5783-4DA3-B3,1,722,1,178.5808,0.0,e1d973b1-64a5-41a8-928c-4d50b914741e,2012-04-30
46323,9634,3AF8-4F1A-97,1,771,7,849.9975,0.35,c800f74e-6a72-4b08-8731-8e4aad957987,2012-04-30
46323,9635,3AF8-4F1A-97,1,772,7,849.9975,0.35,317f0447-a3a1-45ad-ae0d-67ffb9e162be,2012-04-30
46323,9636,3AF8-4F1A-97,3,709,1,5.7,0.0,f50553d9-2d26-41ee-a59a-42bb47ff6542,2012-04-30
46323,9637,3AF8-4F1A-97,1,773,7,849.9975,0.35,f6cb40d5-f049-4682-9be3-ba7d3a850c6e,2012-04-30
46323,9638,3AF8-4F1A-97,2,710,1,5.7,0.0,4140f926-d0ed-49f9-85c1-a920fe953587,2012-04-30
46323,9639,3AF8-4F1A-97,1,774,7,849.9975,0.35,cce26fe7-4b63-436a-a592-59a76e5b2423,2012-04-30
46324,9640,38F5-4E30-B2,1,754,1,874.794,0.0,6438f3a4-cfab-458d-b21a-dedd28efe234,2012-04-30
46324,9641,38F5-4E30-B2,2,761,1,419.4589,0.0,5f76cc4f-2417-446f-8646-af92dc2b74bc,2012-04-30
46324,9642,38F5-4E30-B2,2,770,1,419.4589,0.0,a4d15f59-4d6c-4a0b-938c-b5ad4c3f6502,2012-04-30
46324,9643,38F5-4E30-B2,1,715,1,28.8404,0.0,bb2e007a-6e27-4577-86b0-9959cdc1c2ca,2012-04-30
46324,9644,38F5-4E30-B2,1,758,1,874.794,0.0,b4fd9be2-d6b0-4c24-b632-c36a28a1cd0f,2012-04-30
46324,9645,38F5-4E30-B2,2,762,1,419.4589,0.0,b17c934e-0deb-4951-8f4f-6123f15285de,2012-04-30
46324,9646,38F5-4E30-B2,3,712,1,5.1865,0.0,d4a3e83e-264e-4832-8210-448b82bf65f2,2012-04-30
46325,9647,D29B-490E-A9,2,733,1,356.898,0.0,6d993082-eb5e-4e68-bd91-8ac08654e3d7,2012-04-30
46325,9648,D29B-490E-A9,7,707,1,20.1865,0.0,24d15409-a8dd-42cd-ba63-6e32352f890f,2012-04-30
46325,9649,D29B-490E-A9,1,732,1,356.898,0.0,d639597f-f4ff-4ac5-8814-cd3b69e9d17a,2012-04-30
46325,9650,D29B-490E-A9,3,749,1,2146.962,0.0,bb32282d-5bcd-4e77-9e21-0b7df5b40214,2012-04-30
46325,9651,D29B-490E-A9,4,755,1,874.794,0.0,41853a8d-3d53-45d7-ab21-805df07827d6,2012-04-30
46325,9652,D29B-490E-A9,3,714,1,28.8404,0.0,b4b369ee-f69f-4ba3-8172-1ef690217ed9,2012-04-30
46325,9653,D29B-490E-A9,2,762,1,419.4589,0.0,f2b6798f-7464-401a-80a4-491ffb6ccdaf,2012-04-30
46325,9654,D29B-490E-A9,2,729,1,183.9382,0.0,756b05cc-80ca-48b3-8806-9a3ef521492f,2012-04-30
46325,9655,D29B-490E-A9,5,770,1,419.4589,0.0,543d57c6-3415-46d1-8421-0fdd5bef8edf,2012-04-30
46325,9656,D29B-490E-A9,2,756,1,874.794,0.0,06b9436d-28a0-4016-914f-bd6a8b516715,2012-04-30
46325,9657,D29B-490E-A9,6,711,1,20.1865,0.0,2e29f17c-b30c-466f-a0b3-9aa754e89015,2012-04-30
46325,9658,D29B-490E-A9,5,764,1,419.4589,0.0,76e304d3-b3eb-4637-a1f2-832a4cbe4d39,2012-04-30
46325,9659,D29B-490E-A9,5,726,1,183.9382,0.0,2425a6f2-e29d-49e3-adb2-4c4ab7dd6eb1,2012-04-30
46325,9660,D29B-490E-A9,3,753,1,2146.962,0.0,26c04d08-52a3-4ec8-8e9e-f776307e18a2,2012-04-30
46325,9661,D29B-490E-A9,1,716,1,28.8404,0.0,2f0214b1-a19c-4686-a1b1-279dc018f5fc,2012-04-30
46325,9662,D29B-490E-A9,7,708,1,20.1865,0.0,65bf7df1-5421-420f-af29-5751fd919e5b,2012-04-30
46325,9663,D29B-490E-A9,4,712,1,5.1865,0.0,b06a7858-78c0-412f-94d9-0a3871b3ba1e,2012-04-30
46325,9664,D29B-490E-A9,2,738,1,178.5808,0.0,8fc9c033-f0f6-432b-96d8-b118c77984f8,2012-04-30
46325,9665,D29B-490E-A9,2,766,1,419.4589,0.0,708ef088-5dfc-493d-a45a-5eb63882d718,2012-04-30
46325,9666,D29B-490E-A9,8,765,1,419.4589,0.0,df2dd6b5-2126-4a59-9c49-b672fc591fbd,2012-04-30
46325,9667,D29B-490E-A9,3,725,1,183.9382,0.0,6e018588-b2b3-4643-b412-b142f9a51f60,2012-04-30
46325,9668,D29B-490E-A9,8,715,1,28.8404,0.0,d82b354d-44f3-48fe-a3f2-e946f6f62523,2012-04-30
46325,9669,D29B-490E-A9,7,758,1,874.794,0.0,ff13bd86-3137-42ca-aec1-45b0a237c0bd,2012-04-30
46325,9670,D29B-490E-A9,8,763,1,419.4589,0.0,584cdc5b-27c4-4721-89ef-271d9da22033,2012-04-30
46325,9671,D29B-490E-A9,9,754,1,874.794,0.0,d488c4cf-7643-45d8-824a-ec3e37fa226f,2012-04-30
46326,9672,EDD8-4703-B2,3,754,1,874.794,0.0,00445d10-20c6-44f2-8ec5-375709a09957,2012-04-30
46326,9673,EDD8-4703-B2,2,749,1,2146.962,0.0,b37765ed-baec-40c0-af03-b9d53c50a3b2,2012-04-30
46326,9674,EDD8-4703-B2,1,715,1,28.8404,0.0,c9a67ec1-0ffd-4c10-87fb-e64dcc958d28,2012-04-30
46326,9675,EDD8-4703-B2,2,714,1,28.8404,0.0,6f9a8a87-1551-4c3f-a5dc-34abf01451a5,2012-04-30
46326,9676,EDD8-4703-B2,1,760,1,419.4589,0.0,e96e5bf7-c471-49b3-b310-25dcb3fa96b8,2012-04-30
46326,9677,EDD8-4703-B2,2,708,1,20.1865,0.0,883742d9-d7c6-4e2f-bff6-1355222d88b1,2012-04-30
46326,9678,EDD8-4703-B2,3,716,1,28.8404,0.0,83253248-8b44-4f2e-82c4-74271c5fa75f,2012-04-30
46326,9679,EDD8-4703-B2,1,764,1,419.4589,0.0,3ba305e3-217e-4df1-82ee-e1c1f86149d8,2012-04-30
46326,9680,EDD8-4703-B2,1,738,1,178.5808,0.0,85f41e4b-8bea-40fb-a495-07d59fd77b0d,2012-04-30
46326,9681,EDD8-4703-B2,2,769,1,419.4589,0.0,fc53e53f-4078-4422-ab50-d5d1a017debb,2012-04-30
46326,9682,EDD8-4703-B2,1,712,1,5.1865,0.0,ab630415-6bba-4292-849e-96dacd8a567f,2012-04-30
46326,9683,EDD8-4703-B2,3,770,1,419.4589,0.0,0c04a5eb-b5ef-4a56-ab45-36d268efc8c8,2012-04-30
46326,9684,EDD8-4703-B2,1,725,1,183.9382,0.0,0e45c22e-e350-425c-a4ac-bd531f728a00,2012-04-30
46326,9685,EDD8-4703-B2,2,711,1,20.1865,0.0,07c4773d-4ca9-4ec2-8e25-78f8a536e1f9,2012-04-30
46326,9686,EDD8-4703-B2,1,750,1,2146.962,0.0,d3312846-ef54-4f19-a47b-856fc6a8b3c6,2012-04-30
46326,9687,EDD8-4703-B2,1,766,1,419.4589,0.0,c4e795e7-4f6a-46c5-b4bd-f68163cad361,2012-04-30
46326,9688,EDD8-4703-B2,1,758,1,874.794,0.0,85a09a6e-d610-43ae-afeb-96c700dd62ef,2012-04-30
46326,9689,EDD8-4703-B2,1,763,1,419.4589,0.0,cfe5ba39-a1e8-4a2f-9f22-360fbd2d23b5,2012-04-30
46326,9690,EDD8-4703-B2,2,756,1,874.794,0.0,a6467d96-275a-4e9e-85fb-8cd3d6062220,2012-04-30
46326,9691,EDD8-4703-B2,1,729,1,183.9382,0.0,b79fe8df-d299-4bdf-94cb-974cd79282bd,2012-04-30
46326,9692,EDD8-4703-B2,1,767,1,419.4589,0.0,c89d236e-d54a-4673-a953-739e97a43e0d,2012-04-30
46326,9693,EDD8-4703-B2,1,755,1,874.794,0.0,dc3e9917-4ae7-45e9-b89b-b812b3d1fd5f,2012-04-30
46326,9694,EDD8-4703-B2,2,757,1,874.794,0.0,52a05eca-c1f1-4dff-8f2b-3f71b7fd8b8a,2012-04-30
46326,9695,EDD8-4703-B2,3,707,1,20.1865,0.0,ac7a7840-b826-4bde-af1e-af39024f8569,2012-04-30
46326,9696,EDD8-4703-B2,2,761,1,419.4589,0.0,98059995-af08-4bf4-9a89-6b40b02aec15,2012-04-30
46326,9697,EDD8-4703-B2,4,752,1,2146.962,0.0,35dfee41-c03b-4ea4-b895-0221fcbfe2b0,2012-04-30
46326,9698,EDD8-4703-B2,1,762,1,419.4589,0.0,cbd66073-ea54-46e9-a456-666673c5036e,2012-04-30
46327,9699,62A7-4A24-82,2,776,7,843.7475,0.35,79d55537-cd83-44ef-bbee-560f69f696a6,2012-04-30
46327,9700,62A7-4A24-82,1,748,1,722.5949,0.0,130fbdd0-d9c4-4ad2-8310-8c8ed600d0ea,2012-04-30
46327,9701,62A7-4A24-82,1,742,1,722.5949,0.0,2895db52-222f-4b6b-a54e-ea1b7e693c84,2012-04-30
46327,9702,62A7-4A24-82,2,745,1,809.76,0.0,4e2843f1-e841-43c7-b28d-83055e18dce5,2012-04-30
46327,9703,62A7-4A24-82,2,712,1,5.1865,0.0,47a15c53-d383-402e-8c8c-e64401012904,2012-04-30
46327,9704,62A7-4A24-82,3,774,7,849.9975,0.35,c1070898-5220-4a1c-ab15-36357c4d9985,2012-04-30
46327,9705,62A7-4A24-82,2,778,7,843.7475,0.35,940a60e1-9f68-4231-9259-0f49260cdedd,2012-04-30
46327,9706,62A7-4A24-82,2,741,1,818.7,0.0,897a4697-a664-4904-b0fe-360a7997031e,2012-04-30
46327,9707,62A7-4A24-82,1,747,1,714.7043,0.0,980eaa94-01b1-474e-9b82-22aeb27d67bf,2012-04-30
46327,9708,62A7-4A24-82,5,775,7,843.7475,0.35,6ca2554c-3251-47f5-94f9-f064b39b3c97,2012-04-30
46327,9709,62A7-4A24-82,2,771,7,849.9975,0.35,8e1fbb96-f726-4b54-8801-c09eea026d77,2012-04-30
46328,9710,CC7E-4EF7-BC,1,742,1,722.5949,0.0,32f67efa-2bff-4902-9c60-eff6c2421a31,2012-04-30
46329,9711,688B-4F92-AD,1,739,1,722.5949,0.0,18f175b1-ba5e-4e2b-a77d-970c3a0082c5,2012-04-30
46330,9712,4E4A-4105-8E,2,773,7,849.9975,0.35,47924dca-bf91-4285-8bea-044b0426b567,2012-04-30
46330,9713,4E4A-4105-8E,5,708,1,20.1865,0.0,2191572c-08aa-4e11-9555-162fe48897d8,2012-04-30
46330,9714,4E4A-4105-8E,1,711,1,20.1865,0.0,d91984d3-2152-4146-9cf5-b48fdd8646ed,2012-04-30
46330,9715,4E4A-4105-8E,6,712,1,5.1865,0.0,51a3b7f6-0e30-4815-ad6a-9b2bc498d49b,2012-04-30
46330,9716,4E4A-4105-8E,2,772,7,849.9975,0.35,dc88ca0b-edf0-41a3-97ec-546652042adf,2012-04-30
46330,9717,4E4A-4105-8E,5,771,7,849.9975,0.35,7cf27676-78f2-4417-8e4d-def3a931e3dd,2012-04-30
46330,9718,4E4A-4105-8E,2,776,7,843.7475,0.35,768e258c-92f3-426e-8855-c336e27a83ad,2012-04-30
46330,9719,4E4A-4105-8E,1,742,1,722.5949,0.0,ca55dc6e-c58c-4cc0-9462-e8c4449c26cc,2012-04-30
46330,9720,4E4A-4105-8E,2,715,1,28.8404,0.0,75d4fab6-92c0-4aa4-9914-57adabd17198,2012-04-30
46330,9721,4E4A-4105-8E,2,747,1,714.7043,0.0,4312a0e2-784d-48e2-b2d9-616056c4094f,2012-04-30
46330,9722,4E4A-4105-8E,6,709,1,5.7,0.0,f495a6ed-2c68-4f7e-be69-c45e9ea8ac55,2012-04-30
46330,9723,4E4A-4105-8E,1,743,1,714.7043,0.0,4a4499b6-cf80-45d2-8458-388b15832c32,2012-04-30
46330,9724,4E4A-4105-8E,2,748,1,722.5949,0.0,6ef3f14c-cf36-444b-8394-9dddc558219c,2012-04-30
46330,9725,4E4A-4105-8E,1,707,1,20.1865,0.0,0bea8b97-8b88-4235-aeaa-a215848ae514,2012-04-30
46330,9726,4E4A-4105-8E,1,714,1,28.8404,0.0,6ed0c44f-6b02-4809-9eeb-b7371f32c910,2012-04-30
46330,9727,4E4A-4105-8E,1,745,1,809.76,0.0,dedca843-72d8-4911-a6d7-93609bf0dcad,2012-04-30
46330,9728,4E4A-4105-8E,3,775,7,843.7475,0.35,ec912138-e30e-4843-9f23-0ba84c989b07,2012-04-30
46331,9729,729B-498D-BD,1,765,1,419.4589,0.0,903b8aa4-22f3-4007-8caf-2acaa34affaa,2012-04-30
